chutes1090.lvl_1,77,0 
chutes1090.lvl_10,47,0 
chutes1090.lvl_11,52,0 
chutes1090.lvl_12,58,0 
chutes1090.lvl_13,74,0 
chutes1090.lvl_14,51,0 
chutes1090.lvl_15,59,0 
chutes1090.lvl_16,54,0 
chutes1090.lvl_17,59,0 
chutes1090.lvl_18,56,0 
chutes1090.lvl_19,49,0 
chutes1090.lvl_2,47,0 
chutes1090.lvl_20,54,0 
chutes1090.lvl_21,46,0 
chutes1090.lvl_22,48,0 
chutes1090.lvl_23,46,0 
chutes1090.lvl_24,47,0 
chutes1090.lvl_25,66,0 
chutes1090.lvl_26,68,0 
chutes1090.lvl_27,48,0 
chutes1090.lvl_28,45,0 
chutes1090.lvl_29,52,0 
chutes1090.lvl_3,55,0 
chutes1090.lvl_30,50,0 
chutes1090.lvl_4,68,0 
chutes1090.lvl_5,58,0 
chutes1090.lvl_6,54,0 
chutes1090.lvl_7,74,0 
chutes1090.lvl_8,57,0 
chutes1090.lvl_9,67,0 
chutes1090_sparse.lvl_1,36,0 
chutes1090_sparse.lvl_10,45,0 
chutes1090_sparse.lvl_11,44,0 
chutes1090_sparse.lvl_12,57,0 
chutes1090_sparse.lvl_13,52,0 
chutes1090_sparse.lvl_14,37,0 
chutes1090_sparse.lvl_15,41,0 
chutes1090_sparse.lvl_16,53,0 
chutes1090_sparse.lvl_17,42,0 
chutes1090_sparse.lvl_18,41,0 
chutes1090_sparse.lvl_19,67,0 
chutes1090_sparse.lvl_2,44,0 
chutes1090_sparse.lvl_20,44,0 
chutes1090_sparse.lvl_21,52,0 
chutes1090_sparse.lvl_22,36,0 
chutes1090_sparse.lvl_23,66,0 
chutes1090_sparse.lvl_24,39,0 
chutes1090_sparse.lvl_25,57,0 
chutes1090_sparse.lvl_26,47,0 
chutes1090_sparse.lvl_27,38,0 
chutes1090_sparse.lvl_28,48,0 
chutes1090_sparse.lvl_29,53,0 
chutes1090_sparse.lvl_3,51,0 
chutes1090_sparse.lvl_30,44,0 
chutes1090_sparse.lvl_4,44,0 
chutes1090_sparse.lvl_5,52,0 
chutes1090_sparse.lvl_6,44,0 
chutes1090_sparse.lvl_7,44,0 
chutes1090_sparse.lvl_8,63,0 
chutes1090_sparse.lvl_9,61,0 
chutes5050.lvl_1,56,0 
chutes5050.lvl_10,52,0 
chutes5050.lvl_11,63,0 
chutes5050.lvl_12,43,0 
chutes5050.lvl_13,56,0 
chutes5050.lvl_14,50,0 
chutes5050.lvl_15,78,0 
chutes5050.lvl_16,50,0 
chutes5050.lvl_17,47,0 
chutes5050.lvl_18,51,0 
chutes5050.lvl_19,58,0 
chutes5050.lvl_2,50,0 
chutes5050.lvl_20,49,0 
chutes5050.lvl_21,48,0 
chutes5050.lvl_22,50,0 
chutes5050.lvl_23,63,0 
chutes5050.lvl_24,50,0 
chutes5050.lvl_25,50,0 
chutes5050.lvl_26,47,0 
chutes5050.lvl_27,61,0 
chutes5050.lvl_28,62,0 
chutes5050.lvl_29,59,0 
chutes5050.lvl_3,56,0 
chutes5050.lvl_30,50,0 
chutes5050.lvl_4,59,0 
chutes5050.lvl_5,47,0 
chutes5050.lvl_6,57,0 
chutes5050.lvl_7,53,0 
chutes5050.lvl_8,52,0 
chutes5050.lvl_9,55,0 
chutes5050_sparse.lvl_1,42,0 
chutes5050_sparse.lvl_10,32,0 
chutes5050_sparse.lvl_11,72,0 
chutes5050_sparse.lvl_12,43,0 
chutes5050_sparse.lvl_13,50,0 
chutes5050_sparse.lvl_14,43,0 
chutes5050_sparse.lvl_15,43,0 
chutes5050_sparse.lvl_16,63,0 
chutes5050_sparse.lvl_17,64,0 
chutes5050_sparse.lvl_18,43,0 
chutes5050_sparse.lvl_19,40,0 
chutes5050_sparse.lvl_2,56,0 
chutes5050_sparse.lvl_20,44,0 
chutes5050_sparse.lvl_21,48,0 
chutes5050_sparse.lvl_22,36,0 
chutes5050_sparse.lvl_23,45,0 
chutes5050_sparse.lvl_24,34,0 
chutes5050_sparse.lvl_25,49,0 
chutes5050_sparse.lvl_26,58,0 
chutes5050_sparse.lvl_27,64,0 
chutes5050_sparse.lvl_28,50,0 
chutes5050_sparse.lvl_29,60,0 
chutes5050_sparse.lvl_3,90,0 
chutes5050_sparse.lvl_30,48,0 
chutes5050_sparse.lvl_4,64,0 
chutes5050_sparse.lvl_5,77,0 
chutes5050_sparse.lvl_6,39,0 
chutes5050_sparse.lvl_7,50,0 
chutes5050_sparse.lvl_8,54,0 
chutes5050_sparse.lvl_9,47,0 
chutes9010.lvl_1,43,0 
chutes9010.lvl_10,50,0 
chutes9010.lvl_11,71,0 
chutes9010.lvl_12,62,0 
chutes9010.lvl_13,80,0 
chutes9010.lvl_14,63,0 
chutes9010.lvl_15,53,0 
chutes9010.lvl_16,51,0 
chutes9010.lvl_17,72,0 
chutes9010.lvl_18,54,0 
chutes9010.lvl_19,63,0 
chutes9010.lvl_2,64,0 
chutes9010.lvl_20,53,0 
chutes9010.lvl_21,50,0 
chutes9010.lvl_22,55,0 
chutes9010.lvl_23,71,0 
chutes9010.lvl_24,48,0 
chutes9010.lvl_25,55,0 
chutes9010.lvl_26,59,0 
chutes9010.lvl_27,52,0 
chutes9010.lvl_28,58,0 
chutes9010.lvl_29,75,0 
chutes9010.lvl_3,56,0 
chutes9010.lvl_30,69,0 
chutes9010.lvl_4,53,0 
chutes9010.lvl_5,59,0 
chutes9010.lvl_6,58,0 
chutes9010.lvl_7,51,0 
chutes9010.lvl_8,69,0 
chutes9010.lvl_9,48,0 
chutes9010_sparse.lvl_1,54,0 
chutes9010_sparse.lvl_10,46,0 
chutes9010_sparse.lvl_11,33,0 
chutes9010_sparse.lvl_12,44,0 
chutes9010_sparse.lvl_13,48,0 
chutes9010_sparse.lvl_14,60,0 
chutes9010_sparse.lvl_15,50,0 
chutes9010_sparse.lvl_16,38,0 
chutes9010_sparse.lvl_17,44,0 
chutes9010_sparse.lvl_18,52,0 
chutes9010_sparse.lvl_19,42,0 
chutes9010_sparse.lvl_2,44,0 
chutes9010_sparse.lvl_20,62,0 
chutes9010_sparse.lvl_21,37,0 
chutes9010_sparse.lvl_22,39,0 
chutes9010_sparse.lvl_23,48,0 
chutes9010_sparse.lvl_24,42,0 
chutes9010_sparse.lvl_25,53,0 
chutes9010_sparse.lvl_26,42,0 
chutes9010_sparse.lvl_27,44,0 
chutes9010_sparse.lvl_28,47,0 
chutes9010_sparse.lvl_29,39,0 
chutes9010_sparse.lvl_3,49,0 
chutes9010_sparse.lvl_30,45,0 
chutes9010_sparse.lvl_4,49,0 
chutes9010_sparse.lvl_5,38,0 
chutes9010_sparse.lvl_6,33,0 
chutes9010_sparse.lvl_7,65,0 
chutes9010_sparse.lvl_8,39,0 
chutes9010_sparse.lvl_9,48,0 
diamond1090.lvl_1,391,0 
diamond1090.lvl_10,408,0 
diamond1090.lvl_11,405,0 
diamond1090.lvl_12,365,0 
diamond1090.lvl_13,368,0 
diamond1090.lvl_14,363,0 
diamond1090.lvl_15,381,0 
diamond1090.lvl_16,382,0 
diamond1090.lvl_17,386,0 
diamond1090.lvl_18,391,0 
diamond1090.lvl_19,394,0 
diamond1090.lvl_2,406,0 
diamond1090.lvl_20,388,0 
diamond1090.lvl_21,399,0 
diamond1090.lvl_22,423,0 
diamond1090.lvl_23,387,0 
diamond1090.lvl_24,412,0 
diamond1090.lvl_25,386,0 
diamond1090.lvl_26,393,0 
diamond1090.lvl_27,403,0 
diamond1090.lvl_28,380,0 
diamond1090.lvl_29,414,0 
diamond1090.lvl_3,450,200 
diamond1090.lvl_30,390,0 
diamond1090.lvl_4,388,0 
diamond1090.lvl_5,390,0 
diamond1090.lvl_6,390,0 
diamond1090.lvl_7,450,200 
diamond1090.lvl_8,399,0 
diamond1090.lvl_9,423,0 
diamond1090_sparse.lvl_1,208,0 
diamond1090_sparse.lvl_10,193,0 
diamond1090_sparse.lvl_11,246,0 
diamond1090_sparse.lvl_12,227,0 
diamond1090_sparse.lvl_13,226,0 
diamond1090_sparse.lvl_14,207,0 
diamond1090_sparse.lvl_15,205,0 
diamond1090_sparse.lvl_16,214,0 
diamond1090_sparse.lvl_17,192,0 
diamond1090_sparse.lvl_18,213,0 
diamond1090_sparse.lvl_19,218,0 
diamond1090_sparse.lvl_2,226,0 
diamond1090_sparse.lvl_20,222,0 
diamond1090_sparse.lvl_21,200,0 
diamond1090_sparse.lvl_22,194,0 
diamond1090_sparse.lvl_23,227,0 
diamond1090_sparse.lvl_24,211,0 
diamond1090_sparse.lvl_25,219,0 
diamond1090_sparse.lvl_26,222,0 
diamond1090_sparse.lvl_27,217,0 
diamond1090_sparse.lvl_28,199,0 
diamond1090_sparse.lvl_29,208,0 
diamond1090_sparse.lvl_3,251,0 
diamond1090_sparse.lvl_30,201,0 
diamond1090_sparse.lvl_4,211,0 
diamond1090_sparse.lvl_5,207,0 
diamond1090_sparse.lvl_6,212,0 
diamond1090_sparse.lvl_7,201,0 
diamond1090_sparse.lvl_8,201,0 
diamond1090_sparse.lvl_9,218,0 
diamond5050.lvl_1,390,0 
diamond5050.lvl_10,398,0 
diamond5050.lvl_11,390,0 
diamond5050.lvl_12,407,0 
diamond5050.lvl_13,395,0 
diamond5050.lvl_14,393,0 
diamond5050.lvl_15,377,0 
diamond5050.lvl_16,377,0 
diamond5050.lvl_17,402,0 
diamond5050.lvl_18,400,0 
diamond5050.lvl_19,406,0 
diamond5050.lvl_2,384,0 
diamond5050.lvl_20,385,0 
diamond5050.lvl_21,388,0 
diamond5050.lvl_22,386,0 
diamond5050.lvl_23,381,0 
diamond5050.lvl_24,419,0 
diamond5050.lvl_25,364,0 
diamond5050.lvl_26,394,0 
diamond5050.lvl_27,437,0 
diamond5050.lvl_28,401,0 
diamond5050.lvl_29,384,0 
diamond5050.lvl_3,392,0 
diamond5050.lvl_30,398,0 
diamond5050.lvl_4,392,0 
diamond5050.lvl_5,417,0 
diamond5050.lvl_6,382,0 
diamond5050.lvl_7,385,0 
diamond5050.lvl_8,377,0 
diamond5050.lvl_9,388,0 
diamond5050_sparse.lvl_1,208,0 
diamond5050_sparse.lvl_10,277,0 
diamond5050_sparse.lvl_11,184,0 
diamond5050_sparse.lvl_12,215,0 
diamond5050_sparse.lvl_13,210,0 
diamond5050_sparse.lvl_14,206,0 
diamond5050_sparse.lvl_15,195,0 
diamond5050_sparse.lvl_16,215,0 
diamond5050_sparse.lvl_17,217,0 
diamond5050_sparse.lvl_18,212,0 
diamond5050_sparse.lvl_19,213,0 
diamond5050_sparse.lvl_2,207,0 
diamond5050_sparse.lvl_20,206,0 
diamond5050_sparse.lvl_21,231,0 
diamond5050_sparse.lvl_22,220,0 
diamond5050_sparse.lvl_23,204,0 
diamond5050_sparse.lvl_24,215,0 
diamond5050_sparse.lvl_25,206,0 
diamond5050_sparse.lvl_26,220,0 
diamond5050_sparse.lvl_27,198,0 
diamond5050_sparse.lvl_28,211,0 
diamond5050_sparse.lvl_29,223,0 
diamond5050_sparse.lvl_3,216,0 
diamond5050_sparse.lvl_30,206,0 
diamond5050_sparse.lvl_4,192,0 
diamond5050_sparse.lvl_5,210,0 
diamond5050_sparse.lvl_6,240,0 
diamond5050_sparse.lvl_7,190,0 
diamond5050_sparse.lvl_8,198,0 
diamond5050_sparse.lvl_9,220,0 
diamond9010.lvl_1,423,0 
diamond9010.lvl_10,411,0 
diamond9010.lvl_11,389,0 
diamond9010.lvl_12,393,0 
diamond9010.lvl_13,392,0 
diamond9010.lvl_14,372,0 
diamond9010.lvl_15,377,0 
diamond9010.lvl_16,407,0 
diamond9010.lvl_17,410,0 
diamond9010.lvl_18,410,0 
diamond9010.lvl_19,387,0 
diamond9010.lvl_2,425,0 
diamond9010.lvl_20,401,0 
diamond9010.lvl_21,389,0 
diamond9010.lvl_22,391,0 
diamond9010.lvl_23,400,0 
diamond9010.lvl_24,376,0 
diamond9010.lvl_25,433,0 
diamond9010.lvl_26,416,0 
diamond9010.lvl_27,404,0 
diamond9010.lvl_28,373,0 
diamond9010.lvl_29,406,0 
diamond9010.lvl_3,380,0 
diamond9010.lvl_30,387,0 
diamond9010.lvl_4,413,0 
diamond9010.lvl_5,413,0 
diamond9010.lvl_6,384,0 
diamond9010.lvl_7,373,0 
diamond9010.lvl_8,383,0 
diamond9010.lvl_9,450,200 
diamond9010_sparse.lvl_1,214,0 
diamond9010_sparse.lvl_10,194,0 
diamond9010_sparse.lvl_11,188,0 
diamond9010_sparse.lvl_12,200,0 
diamond9010_sparse.lvl_13,241,0 
diamond9010_sparse.lvl_14,218,0 
diamond9010_sparse.lvl_15,205,0 
diamond9010_sparse.lvl_16,183,0 
diamond9010_sparse.lvl_17,210,0 
diamond9010_sparse.lvl_18,189,0 
diamond9010_sparse.lvl_19,206,0 
diamond9010_sparse.lvl_2,212,0 
diamond9010_sparse.lvl_20,220,0 
diamond9010_sparse.lvl_21,220,0 
diamond9010_sparse.lvl_22,210,0 
diamond9010_sparse.lvl_23,204,0 
diamond9010_sparse.lvl_24,228,0 
diamond9010_sparse.lvl_25,215,0 
diamond9010_sparse.lvl_26,221,0 
diamond9010_sparse.lvl_27,217,0 
diamond9010_sparse.lvl_28,228,0 
diamond9010_sparse.lvl_29,224,0 
diamond9010_sparse.lvl_3,211,0 
diamond9010_sparse.lvl_30,235,0 
diamond9010_sparse.lvl_4,210,0 
diamond9010_sparse.lvl_5,229,0 
diamond9010_sparse.lvl_6,208,0 
diamond9010_sparse.lvl_7,212,0 
diamond9010_sparse.lvl_8,222,0 
diamond9010_sparse.lvl_9,212,0 
funnel1090.lvl_1,422,0 
funnel1090.lvl_10,414,0 
funnel1090.lvl_11,376,0 
funnel1090.lvl_12,380,0 
funnel1090.lvl_13,380,0 
funnel1090.lvl_14,405,0 
funnel1090.lvl_15,386,0 
funnel1090.lvl_16,399,0 
funnel1090.lvl_17,391,0 
funnel1090.lvl_18,372,0 
funnel1090.lvl_19,391,0 
funnel1090.lvl_2,392,0 
funnel1090.lvl_20,406,0 
funnel1090.lvl_21,399,0 
funnel1090.lvl_22,396,0 
funnel1090.lvl_23,373,0 
funnel1090.lvl_24,404,0 
funnel1090.lvl_25,384,0 
funnel1090.lvl_26,375,0 
funnel1090.lvl_27,390,0 
funnel1090.lvl_28,392,0 
funnel1090.lvl_29,420,0 
funnel1090.lvl_3,388,0 
funnel1090.lvl_30,406,0 
funnel1090.lvl_4,400,0 
funnel1090.lvl_5,373,0 
funnel1090.lvl_6,384,0 
funnel1090.lvl_7,393,0 
funnel1090.lvl_8,403,0 
funnel1090.lvl_9,405,0 
funnel1090_sparse.lvl_1,212,0 
funnel1090_sparse.lvl_10,237,0 
funnel1090_sparse.lvl_11,226,0 
funnel1090_sparse.lvl_12,221,0 
funnel1090_sparse.lvl_13,204,0 
funnel1090_sparse.lvl_14,235,0 
funnel1090_sparse.lvl_15,246,0 
funnel1090_sparse.lvl_16,218,0 
funnel1090_sparse.lvl_17,198,0 
funnel1090_sparse.lvl_18,214,0 
funnel1090_sparse.lvl_19,205,0 
funnel1090_sparse.lvl_2,244,0 
funnel1090_sparse.lvl_20,250,1 
funnel1090_sparse.lvl_21,203,0 
funnel1090_sparse.lvl_22,227,0 
funnel1090_sparse.lvl_23,222,0 
funnel1090_sparse.lvl_24,222,0 
funnel1090_sparse.lvl_25,196,0 
funnel1090_sparse.lvl_26,213,0 
funnel1090_sparse.lvl_27,196,0 
funnel1090_sparse.lvl_28,224,0 
funnel1090_sparse.lvl_29,217,0 
funnel1090_sparse.lvl_3,216,0 
funnel1090_sparse.lvl_30,248,0 
funnel1090_sparse.lvl_4,217,0 
funnel1090_sparse.lvl_5,201,0 
funnel1090_sparse.lvl_6,216,0 
funnel1090_sparse.lvl_7,204,0 
funnel1090_sparse.lvl_8,194,0 
funnel1090_sparse.lvl_9,215,0 
funnel5050.lvl_1,402,0 
funnel5050.lvl_10,384,0 
funnel5050.lvl_11,401,0 
funnel5050.lvl_12,375,0 
funnel5050.lvl_13,450,1 
funnel5050.lvl_14,408,0 
funnel5050.lvl_15,385,0 
funnel5050.lvl_16,395,0 
funnel5050.lvl_17,405,0 
funnel5050.lvl_18,392,0 
funnel5050.lvl_19,411,0 
funnel5050.lvl_2,398,0 
funnel5050.lvl_20,405,0 
funnel5050.lvl_21,434,0 
funnel5050.lvl_22,397,0 
funnel5050.lvl_23,414,0 
funnel5050.lvl_24,386,0 
funnel5050.lvl_25,369,0 
funnel5050.lvl_26,403,0 
funnel5050.lvl_27,388,0 
funnel5050.lvl_28,365,0 
funnel5050.lvl_29,384,0 
funnel5050.lvl_3,391,0 
funnel5050.lvl_30,397,0 
funnel5050.lvl_4,369,0 
funnel5050.lvl_5,392,0 
funnel5050.lvl_6,392,0 
funnel5050.lvl_7,380,0 
funnel5050.lvl_8,417,0 
funnel5050.lvl_9,424,0 
funnel5050_sparse.lvl_1,213,0 
funnel5050_sparse.lvl_10,229,0 
funnel5050_sparse.lvl_11,216,0 
funnel5050_sparse.lvl_12,212,0 
funnel5050_sparse.lvl_13,221,0 
funnel5050_sparse.lvl_14,214,0 
funnel5050_sparse.lvl_15,210,0 
funnel5050_sparse.lvl_16,214,0 
funnel5050_sparse.lvl_17,214,0 
funnel5050_sparse.lvl_18,235,0 
funnel5050_sparse.lvl_19,218,0 
funnel5050_sparse.lvl_2,206,0 
funnel5050_sparse.lvl_20,201,0 
funnel5050_sparse.lvl_21,197,0 
funnel5050_sparse.lvl_22,219,0 
funnel5050_sparse.lvl_23,225,0 
funnel5050_sparse.lvl_24,222,0 
funnel5050_sparse.lvl_25,192,0 
funnel5050_sparse.lvl_26,228,0 
funnel5050_sparse.lvl_27,233,0 
funnel5050_sparse.lvl_28,209,0 
funnel5050_sparse.lvl_29,220,0 
funnel5050_sparse.lvl_3,205,0 
funnel5050_sparse.lvl_30,231,0 
funnel5050_sparse.lvl_4,226,0 
funnel5050_sparse.lvl_5,220,0 
funnel5050_sparse.lvl_6,207,0 
funnel5050_sparse.lvl_7,205,0 
funnel5050_sparse.lvl_8,223,0 
funnel5050_sparse.lvl_9,204,0 
funnel9010.lvl_1,438,0 
funnel9010.lvl_10,421,0 
funnel9010.lvl_11,373,0 
funnel9010.lvl_12,406,0 
funnel9010.lvl_13,403,0 
funnel9010.lvl_14,385,0 
funnel9010.lvl_15,389,0 
funnel9010.lvl_16,395,0 
funnel9010.lvl_17,406,0 
funnel9010.lvl_18,391,0 
funnel9010.lvl_19,381,0 
funnel9010.lvl_2,386,0 
funnel9010.lvl_20,382,0 
funnel9010.lvl_21,417,0 
funnel9010.lvl_22,397,0 
funnel9010.lvl_23,383,0 
funnel9010.lvl_24,422,0 
funnel9010.lvl_25,371,0 
funnel9010.lvl_26,391,0 
funnel9010.lvl_27,410,0 
funnel9010.lvl_28,375,0 
funnel9010.lvl_29,393,0 
funnel9010.lvl_3,381,0 
funnel9010.lvl_30,374,0 
funnel9010.lvl_4,416,0 
funnel9010.lvl_5,388,0 
funnel9010.lvl_6,405,0 
funnel9010.lvl_7,418,0 
funnel9010.lvl_8,405,0 
funnel9010.lvl_9,435,0 
funnel9010_sparse.lvl_1,212,0 
funnel9010_sparse.lvl_10,201,0 
funnel9010_sparse.lvl_11,201,0 
funnel9010_sparse.lvl_12,218,0 
funnel9010_sparse.lvl_13,202,0 
funnel9010_sparse.lvl_14,197,0 
funnel9010_sparse.lvl_15,211,0 
funnel9010_sparse.lvl_16,231,0 
funnel9010_sparse.lvl_17,213,0 
funnel9010_sparse.lvl_18,217,0 
funnel9010_sparse.lvl_19,235,0 
funnel9010_sparse.lvl_2,212,0 
funnel9010_sparse.lvl_20,229,0 
funnel9010_sparse.lvl_21,244,0 
funnel9010_sparse.lvl_22,210,0 
funnel9010_sparse.lvl_23,223,0 
funnel9010_sparse.lvl_24,221,0 
funnel9010_sparse.lvl_25,207,0 
funnel9010_sparse.lvl_26,234,0 
funnel9010_sparse.lvl_27,200,0 
funnel9010_sparse.lvl_28,195,0 
funnel9010_sparse.lvl_29,201,0 
funnel9010_sparse.lvl_3,225,0 
funnel9010_sparse.lvl_30,214,0 
funnel9010_sparse.lvl_4,208,0 
funnel9010_sparse.lvl_5,205,0 
funnel9010_sparse.lvl_6,204,0 
funnel9010_sparse.lvl_7,211,0 
funnel9010_sparse.lvl_8,216,0 
funnel9010_sparse.lvl_9,209,0 
labyrinth.lvl_1,100,17 
labyrinth.lvl_10,100,20 
labyrinth.lvl_11,100,24 
